"","location","date","CAMERA","depth_G","depth_Etire","depth_Wtire","top_Etire","side_Etire","top_Wtire","side_Wtire","depth_Stire","top_Stire","side_Stire","snow_depth","Network","City","ST","x","y"
"197","Bon",2021-10-07,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"198","Bon",2021-10-08,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"199","Bon",2021-10-09,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"200","Bon",2021-10-10,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"201","Bon",2021-10-11,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"202","Bon",2021-10-12,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"203","Bon",2021-10-13,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"204","Bon",2021-10-14,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"205","Bon",2021-10-15,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"206","Bon",2021-10-16,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"207","Bon",2021-10-17,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"208","Bon",2021-10-18,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"209","Bon",2021-10-19,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"210","Bon",2021-10-20,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"211","Bon",2021-10-21,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"212","Bon",2021-10-22,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"213","Bon",2021-10-23,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"214","Bon",2021-10-24,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"215","Bon",2021-10-25,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"216","Bon",2021-10-26,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"217","Bon",2021-10-27,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"218","Bon",2021-10-28,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"219","Bon",2021-10-29,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"220","Bon",2021-10-30,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"221","Bon",2021-10-31,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"222","Bon",2021-11-01,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"223","Bon",2021-11-02,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"224","Bon",2021-11-03,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"225","Bon",2021-11-04,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"226","Bon",2021-11-05,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"227","Bon",2021-11-06,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"228","Bon",2021-11-07,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"229","Bon",2021-11-08,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"230","Bon",2021-11-09,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"231","Bon",2021-11-10,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"232","Bon",2021-11-11,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"233","Bon",2021-11-12,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"234","Bon",2021-11-13,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"235","Bon",2021-11-14,TRUE,0,0,0,"n","n","n","n",NA,"","",1,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"236","Bon",2021-11-15,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"237","Bon",2021-11-16,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"238","Bon",2021-11-17,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"239","Bon",2021-11-18,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"240","Bon",2021-11-19,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"241","Bon",2021-11-20,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"242","Bon",2021-11-21,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"243","Bon",2021-11-22,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"244","Bon",2021-11-23,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"245","Bon",2021-11-24,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"246","Bon",2021-11-25,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"247","Bon",2021-11-26,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"248","Bon",2021-11-27,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"249","Bon",2021-11-28,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"250","Bon",2021-11-29,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"251","Bon",2021-11-30,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"252","Bon",2021-12-01,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"253","Bon",2021-12-02,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"254","Bon",2021-12-03,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"255","Bon",2021-12-04,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"256","Bon",2021-12-05,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"257","Bon",2021-12-06,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"258","Bon",2021-12-07,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"259","Bon",2021-12-08,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"260","Bon",2021-12-09,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"261","Bon",2021-12-10,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"262","Bon",2021-12-11,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"263","Bon",2021-12-12,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"264","Bon",2021-12-13,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"265","Bon",2021-12-14,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"266","Bon",2021-12-15,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"267","Bon",2021-12-16,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"268","Bon",2021-12-17,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"269","Bon",2021-12-18,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"270","Bon",2021-12-19,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"271","Bon",2021-12-20,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"272","Bon",2021-12-21,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"273","Bon",2021-12-22,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"274","Bon",2021-12-23,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"275","Bon",2021-12-24,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"276","Bon",2021-12-25,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"277","Bon",2021-12-26,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"278","Bon",2021-12-27,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"279","Bon",2021-12-28,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"280","Bon",2021-12-29,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"281","Bon",2021-12-30,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"282","Bon",2021-12-31,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"283","Bon",2022-01-01,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"284","Bon",2022-01-02,TRUE,0,0,0,"n","n","n","n",NA,"","",3,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"285","Bon",2022-01-03,TRUE,0,0,0,"n","n","n","n",NA,"","",8,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"286","Bon",2022-01-04,TRUE,0,0,0,"n","n","n","n",NA,"","",2,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"287","Bon",2022-01-05,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"288","Bon",2022-01-06,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"289","Bon",2022-01-07,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"290","Bon",2022-01-08,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"291","Bon",2022-01-09,TRUE,0,0,0,"n","n","n","n",NA,"","",17,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"292","Bon",2022-01-10,TRUE,0,0,0,"n","n","n","n",NA,"","",7,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"293","Bon",2022-01-11,TRUE,0,0,0,"n","n","n","n",NA,"","",3,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"294","Bon",2022-01-12,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"295","Bon",2022-01-13,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"296","Bon",2022-01-14,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"297","Bon",2022-01-15,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"298","Bon",2022-01-16,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"299","Bon",2022-01-17,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"300","Bon",2022-01-18,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"301","Bon",2022-01-19,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"302","Bon",2022-01-20,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"303","Bon",2022-01-21,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"304","Bon",2022-01-22,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"305","Bon",2022-01-23,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"306","Bon",2022-01-24,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"307","Bon",2022-01-25,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"308","Bon",2022-01-26,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"309","Bon",2022-01-27,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"310","Bon",2022-01-28,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"311","Bon",2022-01-29,TRUE,20,0,0,"n","n","n","n",NA,"","",3,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"312","Bon",2022-01-30,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"313","Bon",2022-01-31,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"314","Bon",2022-02-01,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"315","Bon",2022-02-02,TRUE,140,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"316","Bon",2022-02-03,TRUE,140,0,0,"n","n","n","n",NA,"","",154,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"317","Bon",2022-02-04,TRUE,140,0,0,"n","n","n","n",NA,"","",181,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"318","Bon",2022-02-05,TRUE,140,0,0,"n","n","n","n",NA,"","",197,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"319","Bon",2022-02-06,TRUE,140,0,0,"n","n","n","n",NA,"","",184,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"320","Bon",2022-02-07,TRUE,140,0,0,"n","n","n","n",NA,"","",171,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"321","Bon",2022-02-08,TRUE,140,0,0,"n","n","n","n",NA,"","",162,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"322","Bon",2022-02-09,TRUE,100,0,0,"n","n","n","n",NA,"","",138,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"323","Bon",2022-02-10,TRUE,100,0,0,"n","n","n","n",NA,"","",128,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"324","Bon",2022-02-11,TRUE,80,0,0,"n","n","n","n",NA,"","",124,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"325","Bon",2022-02-12,TRUE,0,0,0,"n","n","n","n",NA,"","",78,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"326","Bon",2022-02-13,TRUE,0,0,0,"n","n","n","n",NA,"","",80,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"327","Bon",2022-02-14,TRUE,80,0,0,"n","n","n","n",NA,"","",83,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"328","Bon",2022-02-15,TRUE,60,0,0,"n","n","n","n",NA,"","",83,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"329","Bon",2022-02-16,TRUE,0,0,0,"n","n","n","n",NA,"","",61,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"330","Bon",2022-02-17,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"331","Bon",2022-02-18,TRUE,40,0,0,"n","n","n","n",NA,"","",134,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"332","Bon",2022-02-19,TRUE,40,0,0,"n","n","n","n",NA,"","",116,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"333","Bon",2022-02-20,TRUE,40,0,0,"n","n","n","n",NA,"","",104,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"334","Bon",2022-02-21,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"335","Bon",2022-02-22,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"336","Bon",2022-02-23,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"337","Bon",2022-02-24,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"338","Bon",2022-02-25,TRUE,0,0,0,"n","n","n","n",NA,"","",57,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"339","Bon",2022-02-26,TRUE,0,0,0,"n","n","n","n",NA,"","",43,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"340","Bon",2022-02-27,TRUE,0,0,0,"n","n","n","n",NA,"","",40,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"341","Bon",2022-02-28,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"342","Bon",2022-03-01,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"343","Bon",2022-03-02,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"344","Bon",2022-03-03,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"345","Bon",2022-03-04,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"346","Bon",2022-03-05,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"347","Bon",2022-03-06,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"348","Bon",2022-03-07,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"349","Bon",2022-03-08,TRUE,0,0,0,"n","n","n","n",NA,"","",6,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"350","Bon",2022-03-09,TRUE,0,0,0,"n","n","n","n",NA,"","",1,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"351","Bon",2022-03-10,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"352","Bon",2022-03-11,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"353","Bon",2022-03-12,TRUE,0,0,0,"n","n","n","n",NA,"","",17,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"354","Bon",2022-03-13,TRUE,0,0,0,"n","n","n","n",NA,"","",9,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"355","Bon",2022-03-14,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"356","Bon",2022-03-15,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"357","Bon",2022-03-16,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"358","Bon",2022-03-17,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"359","Bon",2022-03-18,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"360","Bon",2022-03-19,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"361","Bon",2022-03-20,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"362","Bon",2022-03-21,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"363","Bon",2022-03-22,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"364","Bon",2022-03-23,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"365","Bon",2022-03-24,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"366","Bon",2022-03-25,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"367","Bon",2022-03-26,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"368","Bon",2022-03-27,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"369","Bon",2022-03-28,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"370","Bon",2022-03-29,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"371","Bon",2022-03-30,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"372","Bon",2022-03-31,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"373","Bon",2022-04-01,TRUE,0,0,0,"n","n","n","n",NA,"","",4,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"374","Bon",2022-04-02,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"375","Bon",2022-04-03,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"376","Bon",2022-04-04,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"377","Bon",2022-04-05,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"378","Bon",2022-04-06,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"379","Bon",2022-04-07,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"380","Bon",2022-04-08,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"381","Bon",2022-04-09,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"382","Bon",2022-04-10,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"383","Bon",2022-04-11,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
